393,22,-2.8,49,0,-12,0,0,0
244,23,-2.5,59,0,-9.4,0,0,0
145,0,-2.8,77,0,-6.2,0,0.1,0.1
144,1,-3,79,0,-6.1,0,0,0.3
117,2,-3,79,0,-6.1,0,0,0.4
78,3,-3.2,78,0,-6.4,0,0.2,0.4
58,4,-3.4,75,0,-7.2,0,0,0.4
87,5,-3.6,76,0,-7.2,0,0,0.4
142,6,-3.7,76,0,-7.3,0,0,0.4
379,7,-4.2,77,0,-7.6,0,0,0.3
802,8,-4.2,78,0,-7.4,0.01,0,0.2
440,9,-3.3,70,0,-7.9,0.25,0,0.2
307,10,-0.9,64,0,-6.8,0.63,0,0.2
381,11,1.6,57,1.2,-6,0.93,0,0
405,12,2.4,52,0.9,-6.4,1.08,0,0
442,13,4.2,47,1.1,-6.1,1.1,0,0
416,14,5.5,34,1,-9.1,0.96,0,0
412,15,5.5,31,3.1,-10.3,0.72,0,0
496,16,5.3,37,2.9,-8.2,0.36,0,0
239,17,4.1,60,2.5,-2.9,0.1,0,0
204,18,1.7,90,1,0.2,0,0.3,0.3
205,19,1.2,92,0.7,0,0,0,1
190,20,1.2,94,0.6,0.3,0,0,1
165,21,1.1,92,0.5,0,0,0.7,1
222,22,1.3,92,0.6,0.1,0,0,1
193,23,1.3,92,0.6,0.1,0,0,1
198,0,1.4,92,0.5,0.2,0,0,0.9
218,1,1.5,92,0.4,0.3,0,0,0.9
149,2,1.4,92,0.7,0.2,0,0,0.9
102,3,1.9,91,1.4,0.5,0,0,0.9
62,4,1.6,92,0.7,0.4,0,0,0.9
83,5,1.5,92,1.1,0.3,0,0,0.9
137,6,1,93,0.5,0,0,0,0.9
367,7,0.3,93,0.5,-0.7,0,0,0.9
754,8,-0.2,96,0.8,-0.7,0.01,0,0.8
415,9,0.1,91,0.8,-1.1,0.14,0,0.8
321,10,1.1,83,0.7,-1.4,0.41,0,0.7
333,11,2.3,69,1.7,-2.8,0.63,0,0.6
431,12,3.7,65,2.4,-2.2,0.98,0,0.3
394,13,4.1,37,3.1,-9.3,1.14,0,0
390,14,4.4,36,2.7,-9.4,1.04,0,0
430,15,4,35,3.1,-10.1,0.84,0,0
471,16,3.2,38,2.9,-9.7,0.51,0,0
552,17,2.1,50,2,-7.2,0.15,0,0
795,18,0.7,46,2.7,-9.6,0,0,0
507,19,-0.4,47,2.5,-10.3,0,0,0
390,20,-1.4,47,2.5,-11.2,0,0,0
402,21,-2.2,46,2.2,-12.2,0,0,0
389,22,-2.7,48,2.6,-12.2,0,0,0
259,23,-3.2,50,2.1,-12.1,0,0,0
233,0,-3.5,49,2.6,-12.6,0,0,0
230,1,-3.7,50,2.5,-12.6,0,0,0
131,2,-4.3,53,1,-12.4,0,0,0
99,3,-4.8,52,1.6,-13.1,0,0,0
71,4,-5.3,53,2.4,-13.4,0,0,0
84,5,-5.8,56,2,-13.1,0,0,0
158,6,-6,56,3.5,-13.3,0,0,0
387,7,-6.5,57,0.8,-13.6,0,0,0
780,8,-7,59,0.8,-13.6,0.01,0,0
395,9,-6.7,50,0.9,-15.4,0.23,0,0
261,10,-5.3,44,2.8,-15.6,0.63,0,0
310,11,-3.7,39,1.4,-15.6,0.93,0,0
355,12,-2,30,1.4,-17.3,1.14,0,0
354,13,-1.7,28,1.8,-17.8,1.22,0,0
350,14,-1.3,27,3.1,-17.9,1.12,0,0
362,15,-0.8,26,3.3,-17.9,0.87,0,0
401,16,-1.1,24,3.4,-19.1,0.56,0,0
500,17,-2.4,30,2.7,-17.6,0.18,0,0
752,18,-3.1,33,1.2,-17.1,0,0,0
477,19,-3.3,35,1.1,-16.6,0,0,0
384,20,-3.3,34,1.5,-16.9,0,0,0
336,21,-3.3,35,0.5,-16.6,0,0,0
347,22,-3.4,39,1.2,-15.4,0,0,0
275,23,-3.5,43,0.9,-14.3,0,0,0
267,0,-3.5,48,0.9,-12.9,0,0,0
296,1,-4.1,49,0.6,-13.2,0,0,0
237,2,-4.7,50,0.7,-13.5,0,0,0
169,3,-4.3,47,0.6,-13.9,0,0,0
96,4,-4.3,49,0.7,-13.4,0,0,0
56,5,-4.7,49,0.8,-13.8,0,0,0
76,6,-5.1,53,0.9,-13.2,0,0,0
127,7,-5.5,56,0.8,-12.9,0,0,0
222,8,-5.4,56,0.7,-12.8,0.01,0,0
291,9,-4.7,48,1,-14,0.23,0,0
273,10,-2.2,42,1.3,-13.4,0.61,0,0
351,11,0,45,1.1,-10.5,0.89,0,0
427,12,2.4,40,0.8,-9.8,1.05,0,0
431,13,3.9,36,2,-9.8,1.13,0,0
486,14,4.7,32,2.2,-10.6,1.06,0,0
569,15,5.2,30,2,-11,0.84,0,0
546,16,4.4,33,1.6,-10.5,0.4,0,0
481,17,3.5,37,1.8,-9.8,0.1,0,0
384,18,2.5,41,1,-9.4,0,0,0
275,19,1.5,48,0.4,-8.3,0,0,0
298,20,0.8,51,1.4,-8.2,0,0,0
321,21,-0.1,55,0.7,-8,0,0,0
289,22,-0.5,55,0.6,-8.4,0,0,0
265,23,-0.1,54,1.3,-8.3,0,0,0
326,0,-0.2,55,1,-8.1,0,0,0
280,1,-0.2,54,0.5,-8.4,0,0,0
243,2,0.2,52,0.7,-8.5,0,0,0
169,3,0.3,53,0.5,-8.1,0,0,0
71,4,0.4,52,1.6,-8.3,0,0,0
13,5,0.3,74,1,-3.7,0,0,0.7
9,6,-0.5,90,0.9,-1.9,0,2.5,2.7
20,7,-0.4,92,1.1,-1.5,0,0,4
35,8,-0.2,90,1.2,-1.6,0,0,4.1
31,9,0.2,90,1,-1.2,0,1.6,4.3
19,10,0.5,91,0.4,-0.8,0,0,4.3
58,11,0.9,92,0.9,-0.2,0.03,0,3.9
119,12,2.3,88,0.3,0.5,0.28,0,3.1
182,13,3.3,87,1.1,1.3,0.54,0,2.1
235,14,4.2,85,0.7,1.8,0.65,0,1.4
180,15,6.7,63,4.5,0.1,0.35,0,1
214,16,5.4,71,3.5,0.5,0.2,0,0.5
226,17,3.6,65,4.3,-2.3,0.03,0,0.4
210,18,2,61,3,-4.7,0,0,0
181,19,1.6,53,4,-6.9,0,0,0
165,20,0.6,57,3.9,-6.9,0,0,0
167,21,0,59,3,-7,0,0,0
152,22,-1,56,4.7,-8.6,0,0,0
148,23,-1.4,43,4.3,-12.3,0,0,0
125,0,-2.5,39,3.4,-14.5,0,0,0
111,1,-3.4,36,3.8,-16.3,0,0,0
67,2,-4.2,35,3.4,-17.4,0,0,0
45,3,-4.7,38,2.4,-16.8,0,0,0
44,4,-5.2,35,3.2,-18.3,0,0,0
86,5,-5.6,38,3.2,-17.6,0,0,0
136,6,-5.9,39,2.9,-17.6,0,0,0
325,7,-6,39,3.1,-17.7,0,0,0
653,8,-6,38,3.6,-18,0.01,0,0
326,9,-5.9,36,5.1,-18.6,0.1,0,0
212,10,-5.3,32,4.5,-19.4,0.62,0,0
226,11,-4.7,36,3.8,-17.5,1,0,0
247,12,-5.2,33,4.6,-19,1.26,0,0
241,13,-5.4,32,5.1,-19.5,1.24,0,0
253,14,-5.4,31,4.1,-19.9,1.13,0,0
269,15,-5.5,33,4.5,-19.2,0.92,0,0
277,16,-6,40,4,-17.4,0.55,0,0
361,17,-7.1,44,4.2,-17.3,0.18,0,0
557,18,-7.9,43,3.3,-18.3,0,0,0
371,19,-8.6,45,3.9,-18.4,0,0,0
254,20,-9.3,49,3.8,-18,0,0,0
266,21,-9.7,51,2.5,-17.9,0,0,0
222,22,-10.2,50,3,-18.6,0,0,0
174,23,-10.7,53,1.2,-18.4,0,0,0
133,0,-11,51,1.1,-19.1,0,0,0
127,1,-11.2,51,1.1,-19.3,0,0,0
95,2,-11.5,50,0.7,-19.8,0,0,0
54,3,-11.6,50,2.2,-19.9,0,0,0
46,4,-11.6,47,2.1,-20.6,0,0,0
65,5,-11.6,45,2.8,-21.1,0,0,0
104,6,-11.8,47,2.5,-20.8,0,0,0
280,7,-12.1,50,2.3,-20.4,0,0,0
580,8,-12.3,52,1.3,-20.1,0,0,0
275,9,-11.8,46,2.9,-21.1,0.1,0,0
184,10,-10.5,45,3.3,-20.1,0.6,0,0
201,11,-9.4,42,3.1,-19.9,0.93,0,0
228,12,-8.3,35,2.9,-21,1.14,0,0
225,13,-6.9,37,2.4,-19.1,1.22,0,0
258,14,-5.4,32,2,-19.5,1.12,0,0
250,15,-5.8,30,2.8,-20.6,0.92,0,0
248,16,-6,29,2.8,-21.2,0.58,0,0
305,17,-7,32,2.6,-20.9,0.19,0,0
529,18,-7.7,36,1,-20.2,0,0,0
350,19,-8.2,43,1.1,-18.5,0,0,0
260,20,-8.4,42,1,-19,0,0,0
270,21,-8.8,43,1.4,-19.1,0,0,0
256,22,-9,45,1.3,-18.7,0,0,0
173,23,-9.3,47,2.1,-18.5,0,0,0
168,0,-9.5,48,1.3,-18.4,0,0,0
183,1,-10.2,52,1.6,-18.2,0,0,0
120,2,-10.4,53,1.8,-18.1,0,0,0
79,3,-10.9,55,1.8,-18.1,0,0,0
41,4,-11.4,58,1.3,-18,0,0,0
68,5,-11.5,58,1.1,-18.1,0,0,0
109,6,-11.9,57,1.1,-18.7,0,0,0
310,7,-11.7,53,1.6,-19.3,0,0,0
591,8,-11.4,47,3.3,-20.4,0,0,0
340,9,-11.1,46,3.4,-20.4,0.1,0,0
202,10,-9.5,39,2.1,-20.9,0.6,0,0
251,11,-8.1,35,1.8,-20.9,0.96,0,0
267,12,-6.5,30,2.9,-21.2,1.17,0,0
251,13,-5.8,28,2.9,-21.4,1.23,0,0
240,14,-4.7,27,2.9,-20.8,1.12,0,0
240,15,-4.9,26,3.1,-21.5,0.89,0,0
278,16,-4.5,26,2.2,-21.1,0.56,0,0
392,17,-5.6,29,1.7,-20.8,0.18,0,0
537,18,-6.6,33,1.1,-20.2,0,0,0
373,19,-6.6,31,1.6,-20.9,0,0,0
263,20,-7.6,35,0.8,-20.4,0,0,0
271,21,-8.3,39,1,-19.8,0,0,0
271,22,-8.9,39,0.1,-20.3,0,0,0
174,23,-9.2,44,0.4,-19.2,0,0,0
171,0,-9.5,50,0.6,-18,0,0,0
170,1,-9.8,48,0.8,-18.7,0,0,0
107,2,-10.6,44,0.8,-20.5,0,0,0
80,3,-10.7,48,0.4,-19.6,0,0,0
52,4,-11,50,0.8,-19.4,0,0,0
62,5,-10.8,48,0.8,-19.6,0,0,0
108,6,-11,55,0.8,-18.2,0,0,0
279,7,-10.9,57,1.1,-17.7,0,0,0
621,8,-10.4,54,1.1,-17.9,0.01,0,0
305,9,-9.4,44,0.5,-19.4,0.13,0,0
189,10,-7.7,43,0.9,-18.1,0.35,0,0
247,11,-6.1,38,1,-18.1,0.52,0,0
278,12,-4.9,34,1.3,-18.3,0.6,0,0
282,13,-3.8,32,0.9,-18.1,0.52,0,0
294,14,-2.7,28,0.7,-18.7,0.65,0,0
301,15,-2.5,29,1.1,-18.1,0.48,0,0
335,16,-2.4,28,0.9,-18.4,0.35,0,0
382,17,-2.9,31,0.6,-17.7,0.09,0,0
612,18,-3.5,35,1.1,-16.7,0,0,0
410,19,-4.2,40,0.9,-15.8,0,0,0
277,20,-4.8,43,1.1,-15.4,0,0,0
316,21,-4.8,45,0.8,-14.9,0,0,0
309,22,-4.9,44,1.1,-15.3,0,0,0
211,23,-5.6,53,1.2,-13.6,0,0,0
227,0,-5.7,53,0.6,-13.7,0,0,0
241,1,-6.3,57,0.4,-13.4,0,0,0
162,2,-6.8,58,0.4,-13.6,0,0,0
110,3,-6.9,56,0.5,-14.2,0,0,0
69,4,-7.1,59,0.8,-13.7,0,0,0
68,5,-7.5,64,0.9,-13.1,0,0,0
129,6,-7.4,64,0.7,-13,0,0,0
285,7,-7,63,0.6,-12.8,0,0,0
658,8,-6.6,64,1.1,-12.2,0,0,0
330,9,-5.9,60,0.6,-12.4,0.09,0,0
221,10,-4.6,52,0.8,-12.9,0.34,0,0
279,11,-2.9,46,1,-12.9,0.42,0,0
309,12,-2.5,43,0.7,-13.3,0.34,0,0
325,13,-1.6,40,0.3,-13.4,0.32,0,0
329,14,-0.7,39,0.8,-12.9,0.35,0,0
342,15,0.1,35,1.5,-13.5,0.42,0,0
354,16,0,37,0.6,-12.9,0.13,0,0
464,17,-0.2,39,0.8,-12.5,0,0,0
682,18,0.1,43,0.9,-11,0,0,0
451,19,0.6,41,1.2,-11.1,0,0,0
320,20,0.9,42,1.2,-10.5,0,0,0
300,21,0.7,47,2.7,-9.3,0,0,0
296,22,-0.1,49,2,-9.5,0,0,0
247,23,-1.3,60,2.5,-8,0,0,0
217,0,-2.6,73,3.4,-6.7,0,0,0
302,1,-3.4,76,2.9,-7,0,0,0
228,2,-4.1,73,2.1,-8.2,0,0,0
129,3,-4.5,71,1.6,-8.9,0,0,0
80,4,-5,70,2.7,-9.6,0,0,0
45,5,-5.6,72,2,-9.8,0,0,0
66,6,-6.1,69,2.9,-10.8,0,0,0
90,7,-6.7,64,2.1,-12.3,0,0,0
190,8,-7.3,62,2.6,-13.3,0,0,0
195,9,-7.2,47,2.8,-16.6,0.18,0,0
201,10,-6.2,42,2.3,-17,0.52,0,0
239,11,-5.2,30,4,-20.1,0.86,0,0
252,12,-4.1,28,3.8,-19.9,1.08,0,0
296,13,-3.7,23,4,-21.8,1.12,0,0
292,14,-3.4,22,4.3,-22.1,1.07,0,0
291,15,-3.3,22,5,-22,0.86,0,0
258,16,-3.3,24,3.5,-21,0.54,0,0
277,17,-4.6,26,2.6,-21.2,0.17,0,0
212,18,-5.3,28,3.5,-21,0,0,0
173,19,-6,32,2.4,-20,0,0,0
143,20,-6.6,37,3.4,-18.9,0,0,0
159,21,-7.1,39,3.2,-18.7,0,0,0
155,22,-7.6,41,1.6,-18.6,0,0,0
142,23,-8,41,2.2,-18.9,0,0,0
175,0,-8.1,41,2,-19,0,0,0
146,1,-8.4,40,1.6,-19.6,0,0,0
132,2,-8.7,40,2.8,-19.8,0,0,0
100,3,-9,40,3.1,-20.1,0,0,0
41,4,-9.5,40,1.9,-20.6,0,0,0
31,5,-9.7,41,3.1,-20.5,0,0,0
39,6,-9.9,42,2.3,-20.4,0,0,0
53,7,-10.2,42,2.3,-20.6,0,0,0
94,8,-10.7,43,0.9,-20.8,0,0,0
122,9,-10.5,38,1.1,-22.1,0.19,0,0
142,10,-8.5,31,1.5,-22.6,0.58,0,0
189,11,-7.2,29,1.8,-22.2,0.88,0,0
216,12,-4.9,25,2.6,-21.9,1.08,0,0
223,13,-4.5,25,3.2,-21.6,1.14,0,0
268,14,-3.2,26,3.1,-20,1.07,0,0
278,15,-2.5,28,2,-18.5,0.85,0,0
256,16,-2.7,31,2.3,-17.5,0.54,0,0
266,17,-3.8,35,2.4,-17,0.17,0,0
204,18,-4.7,37,1.8,-17.2,0.01,0,0
157,19,-5.6,39,1.1,-17.3,0,0,0
166,20,-6,42,0.8,-16.8,0,0,0
168,21,-6.5,45,0.7,-16.4,0,0,0
172,22,-6.6,50,0.6,-15.3,0,0,0
138,23,-6.9,53,0.7,-14.8,0,0,0
151,0,-5.9,50,0.6,-14.6,0,0,0
97,1,-5.3,48,0.4,-14.6,0,0,0
38,2,-5,65,0.4,-10.5,0,0,0.2
32,3,-5.3,76,1,-8.8,0,0.3,0.5
29,4,-5.4,81,0.7,-8.1,0,0,0.7
27,5,-5.3,81,0.9,-8,0,0,0.8
45,6,-5.2,85,0.9,-7.3,0,0.4,1.3
96,7,-5,85,0.7,-7.1,0,0,1.8
146,8,-4.6,86,1.2,-6.5,0,0,2
52,9,-4.3,89,1,-5.8,0,1.6,4
36,10,-3.7,87,1,-5.5,0.03,0,4.8
44,11,-2.9,85,1.2,-5,0.06,0,4.8
62,12,-1.8,83,1.2,-4.3,0.09,1.1,5.1
76,13,-0.9,84,1.2,-3.2,0.09,0,5
116,14,0.5,76,0.9,-3.2,0.17,0,4.2
137,15,1.6,73,0.9,-2.7,0.6,0,3.2
181,16,1.8,76,0.8,-1.9,0.47,0,2.7
175,17,0.4,84,0.8,-1.9,0.15,0,2.7
281,18,0,88,0.6,-1.7,0,0,2.7
198,19,1.3,65,1.1,-4.5,0,0,2.7
165,20,3.3,65,3.2,-2.6,0,0,2.7
148,21,2.8,73,2.4,-1.5,0,0,2.6
160,22,1.5,82,2.4,-1.2,0,0,2.6
128,23,0.1,81,2.9,-2.7,0,0,2.6
122,0,-1,73,2.3,-5.2,0,0,2.6
122,1,-2,72,0.8,-6.3,0,0,2.6
93,2,-2.7,72,0.9,-7,0,0,2.6
55,3,-2.8,58,1.6,-9.9,0,0,2.6
39,4,-2.9,59,1.8,-9.8,0,0,2.6
55,5,-3.9,66,0.7,-9.3,0,0,2.6
78,6,-4.3,70,1.6,-8.9,0,0,2.6
165,7,-4.4,64,2.8,-10.1,0,0,2.6
390,8,-5.2,58,2.2,-12.1,0,0,2.5
199,9,-5.3,48,2.6,-14.6,0.18,0,2.5
151,10,-4.6,41,2.8,-15.8,0.57,0,2.5
174,11,-3.5,35,2.2,-16.7,0.87,0,2.5
191,12,-2.5,31,2.6,-17.3,1.08,0,2.3
189,13,-2.2,25,3.2,-19.6,1.17,0,2.2
178,14,-2.2,23,3.7,-20.5,1.09,0,2.2
195,15,-1.3,26,3,-18.3,0.91,0,2.1
211,16,-1.8,31,3.1,-16.7,0.56,0,2
256,17,-2.7,35,1.8,-16,0.18,0,2
384,18,-3.8,42,3.3,-14.8,0,0,2
276,19,-4.5,51,2,-13.1,0,0,2
225,20,-4.9,55,2,-12.5,0,0,2
224,21,-5,57,1.9,-12.2,0,0,2
213,22,-5.5,56,1.5,-12.9,0,0,2
149,23,-5.8,57,1.7,-12.9,0,0,2
142,0,-6.5,63,1.5,-12.3,0,0,2
172,1,-7.3,67,1.1,-12.3,0,0,2
108,2,-7.8,68,0.9,-12.6,0,0,2
71,3,-8.1,70,1.3,-12.6,0,0,2
38,4,-8.5,73,1,-12.4,0,0,2
56,5,-8.3,67,0.9,-13.3,0,0,2
97,6,-8.2,66,0.9,-13.4,0,0,2
213,7,-8.1,67,0.9,-13.1,0,0,2
466,8,-7.8,65,1.1,-13.2,0,0,2
239,9,-6.7,62,1.1,-12.7,0.09,0,2
162,10,-5.4,56,1.1,-12.8,0.28,0,2
204,11,-4.2,51,1.1,-12.8,0.4,0,1.9
209,12,-3.2,49,1.3,-12.4,0.53,0,1.9
228,13,-1.3,43,1,-12.3,0.8,0,1.7
243,14,-0.5,44,1,-11.2,0.71,0,1.7
240,15,-0.2,45,1,-10.7,0.41,0,1.6
225,16,-0.5,48,1.1,-10.1,0.12,0,1.6
237,17,-0.9,70,1.1,-5.6,0.02,0,2.2
329,18,-1.4,79,1.6,-4.5,0,0.1,2.2
190,19,-1.5,81,1.8,-4.3,0,0,2.2
165,20,-1.9,86,0.9,-3.9,0,0,2.4
197,21,-2,83,1.2,-4.5,0,0.1,2.4
184,22,-1.6,82,0.4,-4.2,0,0,2.3
153,23,-1.1,87,1.4,-2.9,0,0,2.2
166,0,-1.3,90,2,-2.7,0,0,2.2
189,1,-1.8,90,1.6,-3.2,0,0,2.2
132,2,-2.2,88,1.4,-3.9,0,0,2.2
79,3,-2.9,89,1.3,-4.4,0,0,2.2
58,4,-3.6,91,1.2,-4.8,0,0,2.2
49,5,-4.3,91,1.5,-5.5,0,0,2.2
84,6,-4.8,91,1.1,-6,0,0,2.2
178,7,-5.3,90,1.1,-6.6,0,0,2.2
423,8,-5.6,89,0.9,-7.1,0,0,2.2
265,9,-5.3,88,0.4,-6.9,0.21,0,2.2
169,10,-3,71,0.7,-7.5,0.67,0,2.1
243,11,-0.7,62,0.7,-7,0.77,0,2
290,12,1.9,40,2,-10.3,1.04,0,1.9
285,13,3.2,42,1.8,-8.5,1.08,0,1.8
255,14,4.3,47,2.3,-6,0.96,0,1.6
316,15,4.4,46,1.4,-6.2,0.78,0,1
301,16,4.1,51,1.8,-5.1,0.48,0,0.9
366,17,2.9,60,1.3,-4.1,0.16,0,0.8
531,18,1.7,64,1.3,-4.3,0,0,0.8
355,19,0.8,71,0.9,-3.8,0,0,0.8
288,20,0.2,72,0.7,-4.2,0,0,0.8
248,21,-0.4,74,0.6,-4.4,0,0,0.8
252,22,-1.1,78,0.6,-4.4,0,0,0.8
212,23,-1.5,79,0.6,-4.6,0,0,0.8
196,0,-1.7,79,0.5,-4.8,0,0,0.8
250,1,-1.6,79,0.6,-4.7,0,0,0.8
161,2,-1.1,79,0.7,-4.2,0,0,0.8
99,3,-0.6,76,0.5,-4.3,0,0,0.7
64,4,-0.3,76,0.9,-4,0,0,0.7
76,5,-0.2,73,0.8,-4.4,0,0,0.7
114,6,-0.1,71,0.8,-4.7,0,0,0.7
283,7,-0.3,72,0.7,-4.7,0,0,0.7
544,8,-0.4,69,0.5,-5.4,0,0,0.7
298,9,0.3,67,0.7,-5.1,0.03,0,0.6
248,10,1.4,64,1,-4.6,0.25,0,0.5
278,11,3.1,57,0.8,-4.6,0.63,0,0
301,12,4.5,56,0.8,-3.5,0.71,0,0
320,13,5.4,55,1.2,-2.9,0.66,0,0
326,14,5.9,55,0.6,-2.4,0.48,0,0
386,15,6.5,55,0.9,-1.9,0.38,0,0
416,16,6,58,0.7,-1.6,0.19,0,0
477,17,5.4,61,1.3,-1.5,0.08,0,0
671,18,4.9,63,0.6,-1.5,0,0,0
481,19,5.2,64,0.7,-1,0,0,0
323,20,5.9,67,1.3,0.2,0,0,0
309,21,6.1,70,2.2,1,0,0,0
314,22,6.1,70,2.7,1,0,0,0
249,23,5.8,74,2.5,1.5,0,0,0
282,0,5.8,75,1.9,1.7,0,0,0
337,1,5.7,75,1.7,1.6,0,0,0
312,2,5.6,76,1.6,1.6,0,0,0
230,3,5.4,77,1.6,1.6,0,0,0
120,4,5.3,79,0.9,1.9,0,0,0
59,5,5,81,1.2,2,0,0,0
63,6,5.1,81,1.3,2.1,0,0,0
